,map_link,vod_link,team_names,comp_mappings
0,https://www.vlr.gg/184478/gen-g-vs-drx-champions-tour-2023-pacific-league-w5/?game=119575&tab=overview,https://www.youtube.com/live/X6Bv6hz5B4Q?feature=share&t=24163,"['Gen.G', 'DRX']","[('TS', 'Omen'), ('Meteor', 'Jett'), ('Sylvan', 'Sova'), ('k1Ng', 'Killjoy'), ('GodDead', 'Breach'), ('stax', 'Breach'), ('Rb', 'Sova'), ('MaKo', 'Omen'), ('BuZz', 'Killjoy'), ('Foxy9', 'Jett')]"
0,https://www.vlr.gg/184478/gen-g-vs-drx-champions-tour-2023-pacific-league-w5/?game=119576&tab=overview,https://www.youtube.com/live/X6Bv6hz5B4Q?feature=share&t=20311,"['Gen.G', 'DRX']","[('eKo', 'Breach'), ('k1Ng', 'Viper'), ('TS', 'Omen'), ('GodDead', 'Kayo'), ('Meteor', 'Raze'), ('MaKo', 'Brimstone'), ('Foxy9', 'Raze'), ('BuZz', 'Killjoy'), ('Rb', 'Neon'), ('stax', 'Breach')]"
0,https://www.vlr.gg/184478/gen-g-vs-drx-champions-tour-2023-pacific-league-w5/?game=119577&tab=overview,https://www.youtube.com/live/X6Bv6hz5B4Q?feature=share&t=16627,"['Gen.G', 'DRX']","[('TS', 'Astra'), ('Sylvan', 'Skye'), ('k1Ng', 'Viper'), ('GodDead', 'Kayo'), ('Meteor', 'Jett'), ('BuZz', 'Killjoy'), ('MaKo', 'Viper'), ('stax', 'Skye'), ('Rb', 'Harbor'), ('Foxy9', 'Jett')]"
0,https://www.vlr.gg/184479/t1-vs-rex-regum-qeon-champions-tour-2023-pacific-league-w5/?game=119578&tab=overview,https://www.youtube.com/live/p9I0MmTnxD8?feature=share&t=8096,"['T1', 'Rex Regum Qeon']","[('Munchkin', 'Killjoy'), ('xeta', 'Sova'), ('Sayaplayer', 'Jett'), ('ban', 'Omen'), ('Carpe', 'Breach'), ('2ge', 'Astra'), ('Lmemore', 'Killjoy'), ('xffero', 'Sova'), ('EJAY', 'Jett'), ('fl1pzjder', 'Breach')]"
0,https://www.vlr.gg/184479/t1-vs-rex-regum-qeon-champions-tour-2023-pacific-league-w5/?game=119579&tab=overview,https://www.youtube.com/live/p9I0MmTnxD8?feature=share&t=4011,"['T1', 'Rex Regum Qeon']","[('Munchkin', 'Killjoy'), ('Sayaplayer', 'Raze'), ('Carpe', 'Brimstone'), ('xeta', 'Breach'), ('ban', 'Jett'), ('fl1pzjder', 'Breach'), ('Emman', 'Kayo'), ('EJAY', 'Raze'), ('xffero', 'Astra'), ('Lmemore', 'Viper')]"
0,https://www.vlr.gg/184480/team-secret-vs-detonation-focusme-champions-tour-2023-pacific-league-w5/?game=119581&tab=overview,https://www.youtube.com/live/p9I0MmTnxD8?feature=share&t=16647,"['Team Secret', 'DetonatioN FocusMe']","[('DubsteP', 'Jett'), ('JessieVash', 'Sova'), ('invy', 'Kayo'), ('BORKUM', 'Omen'), ('Jremy', 'Killjoy'), ('takej', 'Omen'), ('xnfri', 'Kayo'), ('Seoldam', 'Jett'), ('Anthem', 'Sova'), ('Suggest', 'Killjoy')]"
0,https://www.vlr.gg/184480/team-secret-vs-detonation-focusme-champions-tour-2023-pacific-league-w5/?game=119582&tab=overview,https://www.youtube.com/live/p9I0MmTnxD8?feature=share&t=12733,"['Team Secret', 'DetonatioN FocusMe']","[('Jremy', 'Raze'), ('BORKUM', 'Omen'), ('JessieVash', 'Sova'), ('invy', 'Breach'), ('DubsteP', 'Killjoy'), ('Seoldam', 'Jett'), ('takej', 'Omen'), ('Anthem', 'Sova'), ('Suggest', 'Killjoy'), ('xnfri', 'Breach')]"
0,https://www.vlr.gg/184481/zeta-division-vs-talon-esports-champions-tour-2023-pacific-league-w5/?game=119584&tab=overview,https://www.youtube.com/live/GncaA07NbZM?feature=share&t=7752,"['ZETA DIVISION', 'Talon Esports']","[('Dep', 'Jett'), ('TENNN', 'Killjoy'), ('Laz', 'Sova'), ('SugarZ3ro', 'Omen'), ('crow', 'Breach'), ('Sushiboys', 'Killjoy'), ('foxz', 'Skye'), ('JitBoyS', 'Breach'), ('Crws', 'Omen'), ('Patt', 'Raze')]"
0,https://www.vlr.gg/184481/zeta-division-vs-talon-esports-champions-tour-2023-pacific-league-w5/?game=119585&tab=overview,https://www.youtube.com/live/GncaA07NbZM?feature=share&t=4021,"['ZETA DIVISION', 'Talon Esports']","[('Laz', 'Sova'), ('SugarZ3ro', 'Omen'), ('crow', 'Kayo'), ('Dep', 'Jett'), ('TENNN', 'Killjoy'), ('JitBoyS', 'Cypher'), ('garnetS', 'Jett'), ('foxz', 'Sova'), ('Patt', 'Kayo'), ('Crws', 'Omen')]"
0,https://www.vlr.gg/184482/t1-vs-detonation-focusme-champions-tour-2023-pacific-league-w6/?game=119587&tab=overview,https://www.youtube.com/live/WRca_bGoXDE?feature=share&t=12474,"['T1', 'DetonatioN FocusMe']","[('xeta', 'Harbor'), ('ban', 'Viper'), ('Munchkin', 'Killjoy'), ('Carpe', 'Skye'), ('Sayaplayer', 'Jett'), ('Anthem', 'Skye'), ('takej', 'Viper'), ('Suggest', 'Killjoy'), ('xnfri', 'Omen'), ('Seoldam', 'Jett')]"
0,https://www.vlr.gg/184482/t1-vs-detonation-focusme-champions-tour-2023-pacific-league-w6/?game=119588&tab=overview,https://www.youtube.com/live/WRca_bGoXDE?feature=share&t=8223,"['T1', 'DetonatioN FocusMe']","[('Munchkin', 'Skye'), ('ban', 'Jett'), ('Sayaplayer', 'Raze'), ('xeta', 'Viper'), ('Carpe', 'Astra'), ('takej', 'Omen'), ('xnfri', 'Skye'), ('Suggest', 'Sage'), ('Anthem', 'Cypher'), ('Seoldam', 'Jett')]"
0,https://www.vlr.gg/184482/t1-vs-detonation-focusme-champions-tour-2023-pacific-league-w6/?game=119589&tab=overview,https://www.youtube.com/live/WRca_bGoXDE?feature=share&t=4041,"['T1', 'DetonatioN FocusMe']","[('Sayaplayer', 'Raze'), ('Carpe', 'Brimstone'), ('xeta', 'Breach'), ('ban', 'Jett'), ('Munchkin', 'Killjoy'), ('Suggest', 'Killjoy'), ('Seoldam', 'Jett'), ('xnfri', 'Brimstone'), ('takej', 'Viper'), ('Anthem', 'Skye')]"
0,https://www.vlr.gg/184483/zeta-division-vs-team-secret-champions-tour-2023-pacific-league-w6/?game=119590&tab=overview,https://www.youtube.com/live/WRca_bGoXDE?feature=share&t=27175,"['ZETA DIVISION', 'Team Secret']","[('Laz', 'Skye'), ('SugarZ3ro', 'Astra'), ('Dep', 'Raze'), ('crow', 'Kayo'), ('TENNN', 'Viper'), ('Jremy', 'Raze'), ('JessieVash', 'Breach'), ('DubsteP', 'Viper'), ('BORKUM', 'Astra'), ('invy', 'Skye')]"
0,https://www.vlr.gg/184483/zeta-division-vs-team-secret-champions-tour-2023-pacific-league-w6/?game=119591&tab=overview,https://www.youtube.com/live/WRca_bGoXDE?feature=share&t=22838,"['ZETA DIVISION', 'Team Secret']","[('SugarZ3ro', 'Omen'), ('crow', 'Killjoy'), ('Laz', 'Skye'), ('Dep', 'Raze'), ('TENNN', 'Viper'), ('BORKUM', 'Omen'), ('JessieVash', 'Sova'), ('invy', 'Breach'), ('Jremy', 'Killjoy'), ('DubsteP', 'Jett')]"
0,https://www.vlr.gg/184483/zeta-division-vs-team-secret-champions-tour-2023-pacific-league-w6/?game=119592&tab=overview,https://www.youtube.com/live/WRca_bGoXDE?feature=share&t=18456,"['ZETA DIVISION', 'Team Secret']","[('Laz', 'Fade'), ('Dep', 'Raze'), ('SugarZ3ro', 'Brimstone'), ('TENNN', 'Killjoy'), ('crow', 'Breach'), ('BORKUM', 'Brimstone'), ('invy', 'Breach'), ('JessieVash', 'Fade'), ('DubsteP', 'Cypher'), ('Jremy', 'Raze')]"
0,https://www.vlr.gg/184484/global-esports-vs-gen-g-champions-tour-2023-pacific-league-w6/?game=119593&tab=overview,https://www.youtube.com/live/C9BFqzKrRiI?feature=share&t=7812,"['Global Esports', 'Gen.G']","[('Monyet', 'Astra'), ('SkRossi', 'Jett'), ('t3xture', 'Killjoy'), ('Bazzi', 'Fade'), ('AYRIN', 'Kayo'), ('Sylvan', 'Skye'), ('k1Ng', 'Viper'), ('Meteor', 'Jett'), ('GodDead', 'Kayo'), ('TS', 'Astra')]"
0,https://www.vlr.gg/184484/global-esports-vs-gen-g-champions-tour-2023-pacific-league-w6/?game=119594&tab=overview,https://www.youtube.com/live/C9BFqzKrRiI?feature=share&t=4045,"['Global Esports', 'Gen.G']","[('SkRossi', 'Jett'), ('Monyet', 'Omen'), ('AYRIN', 'Kayo'), ('t3xture', 'Killjoy'), ('Bazzi', 'Skye'), ('GodDead', 'Kayo'), ('Meteor', 'Jett'), ('TS', 'Omen'), ('k1Ng', 'Killjoy'), ('Sylvan', 'Fade')]"
0,https://www.vlr.gg/184485/rex-regum-qeon-vs-drx-champions-tour-2023-pacific-league-w6/?game=119596&tab=overview,https://www.youtube.com/live/C9BFqzKrRiI?feature=share&t=20932,"['Rex Regum Qeon', 'DRX']","[('xffero', 'Sova'), ('Lmemore', 'Killjoy'), ('EJAY', 'Jett'), ('fl1pzjder', 'Breach'), ('2ge', 'Astra'), ('MaKo', 'Omen'), ('Foxy9', 'Jett'), ('stax', 'Breach'), ('Rb', 'Sova'), ('BuZz', 'Killjoy')]"
0,https://www.vlr.gg/184485/rex-regum-qeon-vs-drx-champions-tour-2023-pacific-league-w6/?game=119597&tab=overview,https://www.youtube.com/live/C9BFqzKrRiI?feature=share&t=16876,"['Rex Regum Qeon', 'DRX']","[('Emman', 'Skye'), ('fl1pzjder', 'Breach'), ('Lmemore', 'Cypher'), ('EJAY', 'Raze'), ('xffero', 'Astra'), ('BuZz', 'Raze'), ('MaKo', 'Viper'), ('Rb', 'Astra'), ('Foxy9', 'Jett'), ('stax', 'Skye')]"
0,https://www.vlr.gg/184485/rex-regum-qeon-vs-drx-champions-tour-2023-pacific-league-w6/?game=119598&tab=overview,https://www.youtube.com/live/C9BFqzKrRiI?feature=share&t=13073,"['Rex Regum Qeon', 'DRX']","[('Lmemore', 'Killjoy'), ('fl1pzjder', 'Skye'), ('EJAY', 'Jett'), ('xffero', 'Astra'), ('2ge', 'Harbor'), ('Foxy9', 'Jett'), ('MaKo', 'Viper'), ('BuZz', 'Killjoy'), ('stax', 'Skye'), ('Rb', 'Harbor')]"
0,https://www.vlr.gg/184486/talon-esports-vs-paper-rex-champions-tour-2023-pacific-league-w6/?game=119599&tab=overview,https://www.youtube.com/live/dSVPYZaAVnM?feature=share&t=11679,"['Talon Esports', 'Paper Rex']","[('Crws', 'Viper'), ('Patt', 'Harbor'), ('foxz', 'Skye'), ('JitBoyS', 'Killjoy'), ('garnetS', 'Jett'), ('mindfreak', 'Astra'), ('f0rsakeN', 'Killjoy'), ('Jinggg', 'Phoenix'), ('d4v41', 'Skye'), ('something', 'Jett')]"
0,https://www.vlr.gg/184486/talon-esports-vs-paper-rex-champions-tour-2023-pacific-league-w6/?game=119600&tab=overview,https://www.youtube.com/live/dSVPYZaAVnM?feature=share&t=8660,"['Talon Esports', 'Paper Rex']","[('JitBoyS', 'Astra'), ('Patt', 'Kayo'), ('foxz', 'Skye'), ('garnetS', 'Raze'), ('Crws', 'Viper'), ('f0rsakeN', 'Skye'), ('something', 'Jett'), ('d4v41', 'Viper'), ('mindfreak', 'Astra'), ('Jinggg', 'Raze')]"
0,https://www.vlr.gg/184486/talon-esports-vs-paper-rex-champions-tour-2023-pacific-league-w6/?game=119601&tab=overview,https://www.youtube.com/live/dSVPYZaAVnM?feature=share&t=3977,"['Talon Esports', 'Paper Rex']","[('foxz', 'Skye'), ('Crws', 'Brimstone'), ('JitBoyS', 'Cypher'), ('Patt', 'Breach'), ('garnetS', 'Raze'), ('d4v41', 'Killjoy'), ('f0rsakeN', 'Neon'), ('Jinggg', 'Raze'), ('something', 'Breach'), ('mindfreak', 'Brimstone')]"
0,https://www.vlr.gg/184488/talon-esports-vs-gen-g-champions-tour-2023-pacific-league-w7/?game=119602&tab=overview,https://www.youtube.com/live/uGDmp5QeWM4?feature=share&t=7998,"['Talon Esports', 'Gen.G']","[('JitBoyS', 'Cypher'), ('Crws', 'Brimstone'), ('garnetS', 'Raze'), ('Patt', 'Breach'), ('foxz', 'Skye'), ('GodDead', 'Kayo'), ('Meteor', 'Raze'), ('TS', 'Omen'), ('k1Ng', 'Viper'), ('eKo', 'Breach')]"
0,https://www.vlr.gg/184488/talon-esports-vs-gen-g-champions-tour-2023-pacific-league-w7/?game=119603&tab=overview,https://www.youtube.com/live/uGDmp5QeWM4?feature=share&t=4076,"['Talon Esports', 'Gen.G']","[('foxz', 'Sova'), ('Crws', 'Omen'), ('JitBoyS', 'Killjoy'), ('garnetS', 'Raze'), ('Patt', 'Breach'), ('k1Ng', 'Killjoy'), ('Meteor', 'Jett'), ('TS', 'Omen'), ('Sylvan', 'Fade'), ('GodDead', 'Kayo')]"
0,https://www.vlr.gg/184489/zeta-division-vs-paper-rex-champions-tour-2023-pacific-league-w7/?game=119605&tab=overview,https://www.youtube.com/live/uGDmp5QeWM4?feature=share&t=17055,"['ZETA DIVISION', 'Paper Rex']","[('SugarZ3ro', 'Astra'), ('Laz', 'Skye'), ('Dep', 'Raze'), ('TENNN', 'Viper'), ('crow', 'Kayo'), ('something', 'Jett'), ('f0rsakeN', 'Skye'), ('mindfreak', 'Astra'), ('Jinggg', 'Raze'), ('d4v41', 'Viper')]"
0,https://www.vlr.gg/184489/zeta-division-vs-paper-rex-champions-tour-2023-pacific-league-w7/?game=119606&tab=overview,https://www.youtube.com/live/uGDmp5QeWM4?feature=share&t=13394,"['ZETA DIVISION', 'Paper Rex']","[('Laz', 'Sova'), ('crow', 'Kayo'), ('Dep', 'Jett'), ('SugarZ3ro', 'Omen'), ('TENNN', 'Killjoy'), ('something', 'Jett'), ('d4v41', 'Kayo'), ('f0rsakeN', 'Fade'), ('mindfreak', 'Omen'), ('Jinggg', 'Sage')]"
0,https://www.vlr.gg/184490/rex-regum-qeon-vs-global-esports-champions-tour-2023-pacific-league-w7/?game=119608&tab=overview,https://www.youtube.com/live/2Vkoe2G05E0?feature=share&t=8213,"['Rex Regum Qeon', 'Global Esports']","[('xffero', 'Brimstone'), ('EJAY', 'Raze'), ('Lmemore', 'Killjoy'), ('fl1pzjder', 'Breach'), ('Emman', 'Skye'), ('Bazzi', 'Breach'), ('Monyet', 'Raze'), ('AYRIN', 'Brimstone'), ('t3xture', 'Killjoy'), ('SkRossi', 'Jett')]"
0,https://www.vlr.gg/184490/rex-regum-qeon-vs-global-esports-champions-tour-2023-pacific-league-w7/?game=119609&tab=overview,https://www.youtube.com/live/2Vkoe2G05E0?feature=share&t=3951,"['Rex Regum Qeon', 'Global Esports']","[('Lmemore', 'Killjoy'), ('2ge', 'Harbor'), ('fl1pzjder', 'Skye'), ('EJAY', 'Jett'), ('xffero', 'Astra'), ('t3xture', 'Killjoy'), ('Monyet', 'Astra'), ('AYRIN', 'Kayo'), ('SkRossi', 'Jett'), ('Bazzi', 'Fade')]"
0,https://www.vlr.gg/184491/team-secret-vs-t1-champions-tour-2023-pacific-league-w7/?game=119611&tab=overview,https://www.youtube.com/live/2Vkoe2G05E0?feature=share&t=17354,"['Team Secret', 'T1']","[('Jremy', 'Killjoy'), ('BORKUM', 'Omen'), ('invy', 'Breach'), ('JessieVash', 'Sova'), ('DubsteP', 'Jett'), ('Carpe', 'Skye'), ('Sayaplayer', 'Jett'), ('Munchkin', 'Killjoy'), ('ban', 'Viper'), ('xeta', 'Harbor')]"
0,https://www.vlr.gg/184491/team-secret-vs-t1-champions-tour-2023-pacific-league-w7/?game=119612&tab=overview,https://www.youtube.com/live/2Vkoe2G05E0?feature=share&t=14089,"['Team Secret', 'T1']","[('DubsteP', 'Sage'), ('Jremy', 'Raze'), ('BORKUM', 'Viper'), ('JessieVash', 'Harbor'), ('invy', 'Skye'), ('Sayaplayer', 'Raze'), ('xeta', 'Viper'), ('Munchkin', 'Skye'), ('iNTRO', 'Harbor'), ('Carpe', 'Gekko')]"
0,https://www.vlr.gg/184492/drx-vs-detonation-focusme-champions-tour-2023-pacific-league-w7/?game=119614&tab=overview,https://www.youtube.com/live/2Y5y3GDbUBk?feature=share&t=7858,"['DRX', 'DetonatioN FocusMe']","[('BuZz', 'Killjoy'), ('Foxy9', 'Raze'), ('MaKo', 'Brimstone'), ('stax', 'Breach'), ('Rb', 'Fade'), ('Seoldam', 'Jett'), ('takej', 'Brimstone'), ('Reita', 'Breach'), ('Anthem', 'Killjoy'), ('xnfri', 'Skye')]"
0,https://www.vlr.gg/184492/drx-vs-detonation-focusme-champions-tour-2023-pacific-league-w7/?game=119615&tab=overview,https://www.youtube.com/live/2Y5y3GDbUBk?feature=share&t=4020,"['DRX', 'DetonatioN FocusMe']","[('MaKo', 'Omen'), ('Rb', 'Sova'), ('BuZz', 'Killjoy'), ('stax', 'Kayo'), ('Foxy9', 'Jett'), ('xnfri', 'Kayo'), ('Anthem', 'Killjoy'), ('takej', 'Omen'), ('Seoldam', 'Jett'), ('Reita', 'Sova')]"
0,https://www.vlr.gg/184493/paper-rex-vs-gen-g-champions-tour-2023-pacific-league-w8/?game=119617&tab=overview,https://www.youtube.com/live/K-pt4Vx2rPc?feature=share&t=13620,"['Paper Rex', 'Gen.G']","[('Jinggg', 'Raze'), ('f0rsakeN', 'Skye'), ('d4v41', 'Viper'), ('something', 'Jett'), ('mindfreak', 'Astra'), ('GodDead', 'Sage'), ('TS', 'Astra'), ('Meteor', 'Raze'), ('Sylvan', 'Skye'), ('k1Ng', 'Viper')]"
0,https://www.vlr.gg/184493/paper-rex-vs-gen-g-champions-tour-2023-pacific-league-w8/?game=119618&tab=overview,https://www.youtube.com/live/K-pt4Vx2rPc?feature=share&t=9749,"['Paper Rex', 'Gen.G']","[('d4v41', 'Kayo'), ('Jinggg', 'Sage'), ('f0rsakeN', 'Fade'), ('something', 'Jett'), ('mindfreak', 'Omen'), ('Meteor', 'Jett'), ('eKo', 'Sova'), ('k1Ng', 'Killjoy'), ('TS', 'Omen'), ('GodDead', 'Kayo')]"
0,https://www.vlr.gg/184494/zeta-division-vs-t1-champions-tour-2023-pacific-league-w8/?game=119620&tab=overview,https://www.youtube.com/live/K-pt4Vx2rPc?feature=share&t=26774,"['ZETA DIVISION', 'T1']","[('Laz', 'Fade'), ('Dep', 'Raze'), ('TENNN', 'Killjoy'), ('SugarZ3ro', 'Brimstone'), ('crow', 'Breach'), ('ban', 'Jett'), ('Munchkin', 'Killjoy'), ('xeta', 'Breach'), ('Sayaplayer', 'Raze'), ('Carpe', 'Brimstone')]"
0,https://www.vlr.gg/184494/zeta-division-vs-t1-champions-tour-2023-pacific-league-w8/?game=119621&tab=overview,https://www.youtube.com/live/K-pt4Vx2rPc?feature=share&t=22486,"['ZETA DIVISION', 'T1']","[('Dep', 'Raze'), ('SugarZ3ro', 'Omen'), ('crow', 'Killjoy'), ('TENNN', 'Viper'), ('Laz', 'Skye'), ('Sayaplayer', 'Jett'), ('ban', 'Viper'), ('Carpe', 'Skye'), ('Munchkin', 'Killjoy'), ('xeta', 'Harbor')]"
0,https://www.vlr.gg/184494/zeta-division-vs-t1-champions-tour-2023-pacific-league-w8/?game=119622&tab=overview,https://www.youtube.com/live/K-pt4Vx2rPc?feature=share&t=18426,"['ZETA DIVISION', 'T1']","[('TENNN', 'Viper'), ('SugarZ3ro', 'Harbor'), ('crow', 'Sage'), ('Dep', 'Jett'), ('Laz', 'Skye'), ('Munchkin', 'Skye'), ('Sayaplayer', 'Raze'), ('xeta', 'Viper'), ('ban', 'Harbor'), ('Carpe', 'Gekko')]"
0,https://www.vlr.gg/184495/team-secret-vs-drx-champions-tour-2023-pacific-league-w8/?game=119623&tab=overview,https://www.youtube.com/live/58GoZQEw0LI?feature=share&t=7687,"['Team Secret', 'DRX']","[('BORKUM', 'Omen'), ('JessieVash', 'Sova'), ('invy', 'Breach'), ('DubsteP', 'Killjoy'), ('Jremy', 'Raze'), ('BuZz', 'Jett'), ('stax', 'Breach'), ('MaKo', 'Omen'), ('Zest', 'Sova'), ('Rb', 'Killjoy')]"
0,https://www.vlr.gg/184495/team-secret-vs-drx-champions-tour-2023-pacific-league-w8/?game=119624&tab=overview,https://www.youtube.com/live/58GoZQEw0LI?feature=share&t=4025,"['Team Secret', 'DRX']","[('JessieVash', 'Sova'), ('Jremy', 'Killjoy'), ('invy', 'Kayo'), ('DubsteP', 'Jett'), ('BORKUM', 'Omen'), ('Rb', 'Killjoy'), ('MaKo', 'Omen'), ('Zest', 'Sova'), ('stax', 'Kayo'), ('BuZz', 'Jett')]"
0,https://www.vlr.gg/184496/global-esports-vs-detonation-focusme-champions-tour-2023-pacific-league-w8/?game=119626&tab=overview,https://www.youtube.com/live/58GoZQEw0LI?feature=share&t=17178,"['Global Esports', 'DetonatioN FocusMe']","[('SkRossi', 'Jett'), ('Monyet', 'Omen'), ('t3xture', 'Killjoy'), ('AYRIN', 'Kayo'), ('Bazzi', 'Skye'), ('Anthem', 'Killjoy'), ('takej', 'Viper'), ('Reita', 'Skye'), ('Seoldam', 'Jett'), ('xnfri', 'Omen')]"
0,https://www.vlr.gg/184496/global-esports-vs-detonation-focusme-champions-tour-2023-pacific-league-w8/?game=119627&tab=overview,https://www.youtube.com/live/58GoZQEw0LI?feature=share&t=13348,"['Global Esports', 'DetonatioN FocusMe']","[('Monyet', 'Astra'), ('t3xture', 'Killjoy'), ('Bazzi', 'Fade'), ('AYRIN', 'Kayo'), ('SkRossi', 'Jett'), ('Anthem', 'Killjoy'), ('Reita', 'Harbor'), ('Seoldam', 'Jett'), ('xnfri', 'Skye'), ('takej', 'Viper')]"
0,https://www.vlr.gg/184497/talon-esports-vs-rex-regum-qeon-champions-tour-2023-pacific-league-w8/?game=119629&tab=overview,https://www.youtube.com/live/LDg9r6417kU?feature=share&t=10330,"['Talon Esports', 'Rex Regum Qeon']","[('foxz', 'Skye'), ('Patt', 'Jett'), ('JitBoyS', 'Astra'), ('garnetS', 'Raze'), ('Crws', 'Viper'), ('xffero', 'Astra'), ('Emman', 'Skye'), ('EJAY', 'Raze'), ('Lmemore', 'Killjoy'), ('fl1pzjder', 'Viper')]"
0,https://www.vlr.gg/184497/talon-esports-vs-rex-regum-qeon-champions-tour-2023-pacific-league-w8/?game=119630&tab=overview,https://www.youtube.com/live/LDg9r6417kU?feature=share&t=7117,"['Talon Esports', 'Rex Regum Qeon']","[('Crws', 'Viper'), ('garnetS', 'Jett'), ('Patt', 'Harbor'), ('foxz', 'Skye'), ('JitBoyS', 'Killjoy'), ('xffero', 'Sova'), ('fl1pzjder', 'Kayo'), ('2ge', 'Omen'), ('Lmemore', 'Killjoy'), ('EJAY', 'Jett')]"
0,https://www.vlr.gg/184497/talon-esports-vs-rex-regum-qeon-champions-tour-2023-pacific-league-w8/?game=119631&tab=overview,https://www.youtube.com/live/LDg9r6417kU?feature=share&t=4045,"['Talon Esports', 'Rex Regum Qeon']","[('Patt', 'Raze'), ('JitBoyS', 'Breach'), ('Crws', 'Omen'), ('foxz', 'Skye'), ('Sushiboys', 'Killjoy'), ('fl1pzjder', 'Breach'), ('EJAY', 'Jett'), ('2ge', 'Astra'), ('Lmemore', 'Killjoy'), ('xffero', 'Sova')]"
0,https://www.vlr.gg/184498/zeta-division-vs-gen-g-champions-tour-2023-pacific-league-w8/?game=119632&tab=overview,https://www.youtube.com/live/LDg9r6417kU?feature=share&t=22377,"['ZETA DIVISION', 'Gen.G']","[('SugarZ3ro', 'Omen'), ('TENNN', 'Killjoy'), ('Laz', 'Sova'), ('crow', 'Breach'), ('Dep', 'Jett'), ('Sylvan', 'Sova'), ('k1Ng', 'Killjoy'), ('GodDead', 'Breach'), ('TS', 'Omen'), ('Meteor', 'Jett')]"
0,https://www.vlr.gg/184498/zeta-division-vs-gen-g-champions-tour-2023-pacific-league-w8/?game=119633&tab=overview,https://www.youtube.com/live/LDg9r6417kU?feature=share&t=19210,"['ZETA DIVISION', 'Gen.G']","[('Dep', 'Jett'), ('TENNN', 'Killjoy'), ('SugarZ3ro', 'Omen'), ('Laz', 'Sova'), ('crow', 'Kayo'), ('Meteor', 'Jett'), ('GodDead', 'Kayo'), ('k1Ng', 'Killjoy'), ('TS', 'Omen'), ('eKo', 'Sova')]"
0,https://www.vlr.gg/184498/zeta-division-vs-gen-g-champions-tour-2023-pacific-league-w8/?game=119634&tab=overview,https://www.youtube.com/live/LDg9r6417kU?feature=share&t=15429,"['ZETA DIVISION', 'Gen.G']","[('SugarZ3ro', 'Brimstone'), ('Dep', 'Raze'), ('Laz', 'Fade'), ('crow', 'Breach'), ('TENNN', 'Killjoy'), ('TS', 'Omen'), ('GodDead', 'Kayo'), ('eKo', 'Breach'), ('k1Ng', 'Viper'), ('Meteor', 'Raze')]"
0,https://www.vlr.gg/184499/t1-vs-drx-champions-tour-2023-pacific-league-w8/?game=119635&tab=overview,https://www.youtube.com/live/yJcpDKaVsZ4?feature=share&t=8837,"['T1', 'DRX']","[('Sayaplayer', 'Raze'), ('Carpe', 'Gekko'), ('Munchkin', 'Skye'), ('xeta', 'Viper'), ('ban', 'Harbor'), ('BuZz', 'Raze'), ('stax', 'Skye'), ('MaKo', 'Viper'), ('Rb', 'Harbor'), ('Foxy9', 'Jett')]"
0,https://www.vlr.gg/184499/t1-vs-drx-champions-tour-2023-pacific-league-w8/?game=119636&tab=overview,https://www.youtube.com/live/yJcpDKaVsZ4?feature=share&t=4021,"['T1', 'DRX']","[('Sayaplayer', 'Jett'), ('Munchkin', 'Killjoy'), ('xeta', 'Harbor'), ('Carpe', 'Skye'), ('ban', 'Viper'), ('Rb', 'Harbor'), ('MaKo', 'Viper'), ('stax', 'Skye'), ('Foxy9', 'Jett'), ('BuZz', 'Killjoy')]"
0,https://www.vlr.gg/184500/team-secret-vs-global-esports-champions-tour-2023-pacific-league-w8/?game=119638&tab=overview,https://www.youtube.com/live/yJcpDKaVsZ4?feature=share&t=18606,"['Team Secret', 'Global Esports']","[('DubsteP', 'Killjoy'), ('Jremy', 'Raze'), ('BORKUM', 'Omen'), ('invy', 'Breach'), ('JessieVash', 'Sova'), ('Monyet', 'Viper'), ('Bazzi', 'Skye'), ('t3xture', 'Killjoy'), ('SkRossi', 'Jett'), ('AYRIN', 'Harbor')]"
0,https://www.vlr.gg/184500/team-secret-vs-global-esports-champions-tour-2023-pacific-league-w8/?game=119639&tab=overview,https://www.youtube.com/live/yJcpDKaVsZ4?feature=share&t=14546,"['Team Secret', 'Global Esports']","[('JessieVash', 'Sova'), ('BORKUM', 'Omen'), ('invy', 'Breach'), ('DubsteP', 'Jett'), ('Jremy', 'Killjoy'), ('t3xture', 'Killjoy'), ('Bazzi', 'Skye'), ('Monyet', 'Omen'), ('SkRossi', 'Jett'), ('AYRIN', 'Kayo')]"
0,https://www.vlr.gg/184501/talon-esports-vs-detonation-focusme-champions-tour-2023-pacific-league-w8/?game=119641&tab=overview,https://www.youtube.com/live/Wl5Gs7Uyjw4?feature=share&t=8293,"['Talon Esports', 'DetonatioN FocusMe']","[('Patt', 'Breach'), ('JitBoyS', 'Killjoy'), ('Crws', 'Omen'), ('foxz', 'Sova'), ('garnetS', 'Raze'), ('Anthem', 'Killjoy'), ('Seoldam', 'Jett'), ('takej', 'Viper'), ('xnfri', 'Omen'), ('Reita', 'Skye')]"
